author	year	paper_id	bee_id	bee_genus	bee_species	top5position	controlled_for_contamination	genus	average_relative_abundance
Shell	2022	5	15	Ceratina	australensis	Genus_132	No	Acetobacter	0.0013119800
Shell	2022	5	15	Ceratina	australensis	Genus_133	No	Labrenzia	0.0012981600
Shell	2022	5	15	Ceratina	australensis	Genus_134	No	Thermoanaerobacterium	0.0012812000
Shell	2022	5	15	Ceratina	australensis	Genus_135	No	Maribacter	0.0012326600
Shell	2022	5	15	Ceratina	australensis	Genus_136	No	Chitinophaga	0.0011868900
Shell	2022	5	15	Ceratina	australensis	Genus_137	No	Janthinobacterium	0.0011083700
Shell	2022	5	15	Ceratina	australensis	Genus_138	No	Mycobacteroides	0.0010993000
Shell	2022	5	15	Ceratina	australensis	Genus_139	No	Aquimarina	0.0010953500
Shell	2022	5	15	Ceratina	australensis	Genus_140	No	Antarcticibacterium	0.0010914100
Shell	2022	5	15	Ceratina	australensis	Genus_141	No	Planctopirus	0.0010716800
Shell	2022	5	15	Ceratina	australensis	Genus_142	No	Haemophilus	0.0010665500
Shell	2022	5	15	Ceratina	australensis	Genus_143	No	Clostridioides	0.0010649700
Shell	2022	5	15	Ceratina	australensis	Genus_144	No	Bifidobacterium	0.0010484000
Shell	2022	5	15	Ceratina	australensis	Genus_145	No	Chlamydia	0.0009679000
Shell	2022	5	15	Ceratina	australensis	Genus_146	No	Rathayibacter	0.0009592200
Shell	2022	5	15	Ceratina	australensis	Genus_147	No	Moraxella	0.0009414700
Shell	2022	5	15	Ceratina	australensis	Genus_148	No	Methylocystis	0.0009213400
Shell	2022	5	15	Ceratina	australensis	Genus_149	No	Colwellia	0.0009177900
Shell	2022	5	15	Ceratina	australensis	Genus_150	No	Dickeya	0.0008992500
Shell	2022	5	15	Ceratina	australensis	Genus_151	No	Nocardioides	0.0008862200
Shell	2022	5	15	Ceratina	australensis	Genus_152	No	Brachyspira	0.0008676800
Shell	2022	5	15	Ceratina	australensis	Genus_153	No	Ancylobacter	0.0008649200
Shell	2022	5	15	Ceratina	australensis	Genus_154	No	Sphingopyxis	0.0008601800
Shell	2022	5	15	Ceratina	australensis	Genus_155	No	Vulgatibacter	0.0008550500
Shell	2022	5	15	Ceratina	australensis	Genus_156	No	Methylorubrum	0.0008428200
Shell	2022	5	15	Ceratina	australensis	Genus_157	No	Curtobacterium	0.0008400600
Shell	2022	5	15	Ceratina	australensis	Genus_158	No	Microlunatus	0.0008021800
Shell	2022	5	15	Ceratina	australensis	Genus_159	No	Bombella	0.0007962600
Shell	2022	5	15	Ceratina	australensis	Genus_160	No	Rhodopseudomonas	0.0007942900
Shell	2022	5	15	Ceratina	australensis	Genus_161	No	Gluconobacter	0.0007792900
Shell	2022	5	15	Ceratina	australensis	Genus_162	No	Tenacibaculum	0.0007757400
Shell	2022	5	15	Ceratina	australensis	Genus_163	No	Sulfitobacter	0.0007729800
Shell	2022	5	15	Ceratina	australensis	Genus_164	No	Pectobacterium	0.0007698200
Shell	2022	5	15	Ceratina	australensis	Genus_165	No	Polynucleobacter	0.0007445700
Shell	2022	5	15	Ceratina	australensis	Genus_166	No	Aeromicrobium	0.0007055100
Shell	2022	5	15	Ceratina	australensis	Genus_167	No	Raoultella	0.0006928800
Shell	2022	5	15	Ceratina	australensis	Genus_168	No	Gottschalkia	0.0006909100
Shell	2022	5	15	Ceratina	australensis	Genus_169	No	Neokomagataea	0.0006826200
Shell	2022	5	15	Ceratina	australensis	Genus_170	No	Azospirillum	0.0006664400
Shell	2022	5	15	Ceratina	australensis	Genus_171	No	Bartonella	0.0006530300
Shell	2022	5	15	Ceratina	australensis	Genus_172	No	Hydrogenophaga	0.0006415900
Shell	2022	5	15	Ceratina	australensis	Genus_173	No	Streptobacillus	0.0006273800
Shell	2022	5	15	Ceratina	australensis	Genus_174	No	Brevibacterium	0.0006234300
Shell	2022	5	15	Ceratina	australensis	Genus_175	No	Sporosarcina	0.0006005500
Shell	2022	5	15	Ceratina	australensis	Genus_176	No	Desulfosarcina	0.0005958100
Shell	2022	5	15	Ceratina	australensis	Genus_177	No	Streptosporangium	0.0005926600
Shell	2022	5	15	Ceratina	australensis	Genus_178	No	Iodobacter	0.0005847700
Shell	2022	5	15	Ceratina	australensis	Genus_179	No	Empedobacter	0.0005784500
Shell	2022	5	15	Ceratina	australensis	Genus_180	No	Swingsia	0.0005062400
Shell	2022	5	15	Ceratina	australensis	Genus_181	No	Acidisarcina	0.0004695500
Shell	2022	5	15	Ceratina	australensis	Genus_182	No	Ehrlichia	0.0004525800
Shell	2022	5	15	Ceratina	australensis	Genus_183	No	Vagococcus	0.0004462700
Shell	2022	5	15	Ceratina	australensis	Genus_184	No	Octadecabacter	0.0004435100
Shell	2022	5	15	Ceratina	australensis	Genus_185	No	Actinomyces	0.0004403500
Shell	2022	5	15	Ceratina	australensis	Genus_186	No	Brachybacterium	0.0004265400
Shell	2022	5	15	Ceratina	australensis	Genus_187	No	Cedecea	0.0004060200
Shell	2022	5	15	Ceratina	australensis	Genus_188	No	Stappia	0.0004001000
Shell	2022	5	15	Ceratina	australensis	Genus_189	No	Kosakonia	0.0003973400
Shell	2022	5	15	Ceratina	australensis	Genus_190	No	Hungateiclostridium	0.0003839300
Shell	2022	5	15	Ceratina	australensis	Genus_191	No	Micrococcus	0.0003732700
Shell	2022	5	15	Ceratina	australensis	Genus_192	No	Psychrobacter	0.0003709000
Shell	2022	5	15	Ceratina	australensis	Genus_193	No	Gemella	0.0003638000
Shell	2022	5	15	Ceratina	australensis	Genus_194	No	Tannerella	0.0003515700
Shell	2022	5	15	Ceratina	australensis	Genus_195	No	Sinorhizobium	0.0003401300
Shell	2022	5	15	Ceratina	australensis	Genus_196	No	Desulfosporosinus	0.0003117200
Shell	2022	5	15	Ceratina	australensis	Genus_197	No	Raineyella	0.0003077700
Shell	2022	5	15	Ceratina	australensis	Genus_198	No	Caulobacter	0.0003054000
Shell	2022	5	15	Ceratina	australensis	Genus_199	No	Pseudarthrobacter	0.0002987000
Shell	2022	5	15	Ceratina	australensis	Genus_200	No	Luteibacter	0.0002971200
Shell	2022	5	15	Ceratina	australensis	Genus_201	No	Thermotoga	0.0002951500
Shell	2022	5	15	Ceratina	australensis	Genus_202	No	Cellulophaga	0.0002837000
Shell	2022	5	15	Ceratina	australensis	Genus_203	No	Caldicellulosiruptor	0.0002734400
Shell	2022	5	15	Ceratina	australensis	Genus_204	No	Sorangium	0.0002698900
Shell	2022	5	15	Ceratina	australensis	Genus_205	No	Saccharothrix	0.0002560800
Shell	2022	5	15	Ceratina	australensis	Genus_206	No	Croceibacter	0.0002332000
Shell	2022	5	15	Ceratina	australensis	Genus_207	No	Collimonas	0.0002320100
Shell	2022	5	15	Ceratina	australensis	Genus_208	No	Xenorhabdus	0.0002245200
Shell	2022	5	15	Ceratina	australensis	Genus_209	No	Borreliella	0.0002237300
Shell	2022	5	15	Ceratina	australensis	Genus_210	No	Myroides	0.0002205700
Shell	2022	5	15	Ceratina	australensis	Genus_211	No	Actinoplanes	0.0002138600
Shell	2022	5	15	Ceratina	australensis	Genus_212	No	Herbaspirillum	0.0002012400
Shell	2022	5	15	Ceratina	australensis	Genus_213	No	Oerskovia	0.0001965000
Shell	2022	5	15	Ceratina	australensis	Genus_214	No	Photobacterium	0.0001909800
Shell	2022	5	15	Ceratina	australensis	Genus_215	No	Saccharibacter	0.0001791400
Shell	2022	5	15	Ceratina	australensis	Genus_216	No	Sulfurimonas	0.0001787400
Shell	2022	5	15	Ceratina	australensis	Genus_217	No	Thermoactinomyces	0.0001779600
Shell	2022	5	15	Ceratina	australensis	Genus_218	No	Paenisporosarcina	0.0001617800
Shell	2022	5	15	Ceratina	australensis	Genus_219	No	Lysobacter	0.0001570400
Shell	2022	5	15	Ceratina	australensis	Genus_220	No	Gramella	0.0001550700
Shell	2022	5	15	Ceratina	australensis	Genus_221	No	Cellvibrio	0.0001475700
Shell	2022	5	15	Ceratina	australensis	Genus_222	No	Novosphingobium	0.0001325800
Shell	2022	5	15	Ceratina	australensis	Genus_223	No	Arenibacter	0.0001191600
Shell	2022	5	15	Ceratina	australensis	Genus_224	No	Rothia	0.0001160100
Shell	2022	5	15	Ceratina	australensis	Genus_225	No	Tatumella	0.0001160100
Shell	2022	5	15	Ceratina	australensis	Genus_226	No	Carnobacterium	0.0001152200
Shell	2022	5	15	Ceratina	australensis	Genus_227	No	Commensalibacter	0.0001132400
Shell	2022	5	15	Ceratina	australensis	Genus_228	No	Silvanigrella	0.0001104800
Shell	2022	5	15	Ceratina	australensis	Genus_229	No	Pontibacter	0.0001073300
Shell	2022	5	15	Ceratina	australensis	Genus_230	No	Echinicola	0.0001049600
Shell	2022	5	15	Ceratina	australensis	Genus_231	No	Methylomonas	0.0000994300
Shell	2022	5	15	Ceratina	australensis	Genus_232	No	Asaia	0.0000978600
Shell	2022	5	15	Ceratina	australensis	Genus_233	No	Runella	0.0000974600
Shell	2022	5	15	Ceratina	australensis	Genus_234	No	Pseudolabrys	0.0000785200
Shell	2022	5	15	Ceratina	australensis	Genus_235	No	Formosa	0.0000781300
Shell	2022	5	15	Ceratina	australensis	Genus_236	No	Microvirga	0.0000773400
Shell	2022	5	15	Ceratina	australensis	Genus_237	No	Actinomadura	0.0000773400
Shell	2022	5	15	Ceratina	australensis	Genus_238	No	Granulibacter	0.0000765500
Shell	2022	5	15	Ceratina	australensis	Genus_239	No	Aliivibrio	0.0000753600
Shell	2022	5	15	Ceratina	australensis	Genus_240	No	Kozakia	0.0000745800
Shell	2022	5	15	Ceratina	australensis	Genus_241	No	Pseudodesulfovibrio	0.0000643200
Shell	2022	5	15	Ceratina	australensis	Genus_242	No	Winogradskyella	0.0000627400
Shell	2022	5	15	Ceratina	australensis	Genus_243	No	Fervidobacterium	0.0000619500
Shell	2022	5	15	Ceratina	australensis	Genus_244	No	Solibacillus	0.0000576100
Shell	2022	5	15	Ceratina	australensis	Genus_245	No	Candidatus_Desulfofervidus	0.0000564200
Shell	2022	5	15	Ceratina	australensis	Genus_246	No	Chromobacterium	0.0000556400
Shell	2022	5	15	Ceratina	australensis	Genus_247	No	Neorhizobium	0.0000556400
Shell	2022	5	15	Ceratina	australensis	Genus_248	No	Phreatobacter	0.0000540600
Shell	2022	5	15	Ceratina	australensis	Genus_249	No	Hyphomonas	0.0000524800
Shell	2022	5	15	Ceratina	australensis	Genus_250	No	Leucobacter	0.0000457700
Shell	2022	5	15	Ceratina	australensis	Genus_251	No	Phaeobacter	0.0000453800
Shell	2022	5	15	Ceratina	australensis	Genus_252	No	Liberibacter	0.0000453800
Shell	2022	5	15	Ceratina	australensis	Genus_253	No	Thioalkalivibrio	0.0000441900
Shell	2022	5	15	Ceratina	australensis	Genus_254	No	Dyella	0.0000418300
Shell	2022	5	15	Ceratina	australensis	Genus_255	No	Ilyobacter	0.0000414300
Shell	2022	5	15	Ceratina	australensis	Genus_256	No	Schaalia	0.0000406400
Shell	2022	5	15	Ceratina	australensis	Genus_257	No	Neoasaia	0.0000402500
Shell	2022	5	15	Ceratina	australensis	Genus_258	No	Nitrosospira	0.0000394600
Shell	2022	5	15	Ceratina	australensis	Genus_259	No	Candidatus_Kuenenia	0.0000367000
Shell	2022	5	15	Ceratina	australensis	Genus_260	No	Candidatus_Endolissoclinum	0.0000363000
Shell	2022	5	15	Ceratina	australensis	Genus_261	No	Jannaschia	0.0000355100
Shell	2022	5	15	Ceratina	australensis	Genus_262	No	Stanieria	0.0000319600
Shell	2022	5	15	Ceratina	australensis	Genus_263	No	Nautilia	0.0000315700
Shell	2022	5	15	Ceratina	australensis	Genus_264	No	Blautia	0.0000311700
Shell	2022	5	15	Ceratina	australensis	Genus_265	No	Faecalibaculum	0.0000303800
Shell	2022	5	15	Ceratina	australensis	Genus_266	No	Allopseudarcicella	0.0000299900
Shell	2022	5	15	Ceratina	australensis	Genus_267	No	Halobacillus	0.0000299900
Shell	2022	5	15	Ceratina	australensis	Genus_268	No	Spiribacter	0.0000295900
Shell	2022	5	15	Ceratina	australensis	Genus_269	No	Anoxybacillus	0.0000292000
Shell	2022	5	15	Ceratina	australensis	Genus_270	No	Lacinutrix	0.0000292000
Shell	2022	5	15	Ceratina	australensis	Genus_271	No	Paucibacter	0.0000288000
Shell	2022	5	15	Ceratina	australensis	Genus_272	No	Azoarcus	0.0000280200
Shell	2022	5	15	Ceratina	australensis	Genus_273	No	Veillonella	0.0000280200
Shell	2022	5	15	Ceratina	australensis	Genus_274	No	Anabaena	0.0000264400
Shell	2022	5	15	Ceratina	australensis	Genus_275	No	Casimicrobium	0.0000256500
Shell	2022	5	15	Ceratina	australensis	Genus_276	No	Mesoplasma	0.0000248600
Shell	2022	5	15	Ceratina	australensis	Genus_277	No	Melittangium	0.0000244600
Shell	2022	5	15	Ceratina	australensis	Genus_278	No	Kangiella	0.0000209100
Shell	2022	5	15	Ceratina	australensis	Genus_279	No	Fictibacillus	0.0000177600
Shell	2022	5	15	Ceratina	australensis	Genus_280	No	Psychroserpens	0.0000149900
Shell	2022	5	15	Ceratina	australensis	Genus_281	No	Snodgrassella	0.0000149900
Shell	2022	5	15	Ceratina	australensis	Genus_282	No	Pelosinus	0.0000146000
Shell	2022	5	15	Ceratina	australensis	Genus_283	No	Niabella	0.0000146000
Shell	2022	5	15	Ceratina	australensis	Genus_284	No	Cylindrospermum	0.0000142000
Shell	2022	5	15	Ceratina	australensis	Genus_285	No	Microvirgula	0.0000138100
Shell	2022	5	15	Ceratina	australensis	Genus_286	No	Muricauda	0.0000138100
Shell	2022	5	16	Ceratina	calcarata	Genus_1	No	Burkholderia	0.4467544000
Shell	2022	5	16	Ceratina	calcarata	Genus_2	No	Pseudomonas	0.0443816700
Shell	2022	5	16	Ceratina	calcarata	Genus_3	No	Clostridium	0.0422123000
Shell	2022	5	16	Ceratina	calcarata	Genus_4	No	Serratia	0.0392972100
Shell	2022	5	16	Ceratina	calcarata	Genus_5	No	Streptomyces	0.0358962800
Shell	2022	5	16	Ceratina	calcarata	Genus_6	No	Bacillus	0.0350262700
Shell	2022	5	16	Ceratina	calcarata	Genus_7	No	Klebsiella	0.0289814100
Shell	2022	5	16	Ceratina	calcarata	Genus_8	No	Pantoea	0.0238404600
Shell	2022	5	16	Ceratina	calcarata	Genus_9	No	Candidatus_Doolittlea	0.0186882100
Shell	2022	5	16	Ceratina	calcarata	Genus_10	No	Lactobacillus	0.0166657300
Shell	2022	5	16	Ceratina	calcarata	Genus_11	No	Erwinia	0.0159652000
Shell	2022	5	16	Ceratina	calcarata	Genus_12	No	Vibrio	0.0151290900
Shell	2022	5	16	Ceratina	calcarata	Genus_13	No	Streptococcus	0.0150274000
Shell	2022	5	16	Ceratina	calcarata	Genus_14	No	Paenibacillus	0.0142703800
Shell	2022	5	16	Ceratina	calcarata	Genus_15	No	Mycobacterium	0.0132308900
Shell	2022	5	16	Ceratina	calcarata	Genus_16	No	Mycoplasma	0.0126885500
Shell	2022	5	16	Ceratina	calcarata	Genus_17	No	Enterobacter	0.0126772500
Shell	2022	5	16	Ceratina	calcarata	Genus_18	No	Staphylococcus	0.0123721800
Shell	2022	5	16	Ceratina	calcarata	Genus_19	No	Chryseobacterium	0.0122140000
Shell	2022	5	16	Ceratina	calcarata	Genus_20	No	Edwardsiella	0.0121123100
Shell	2022	5	16	Ceratina	calcarata	Genus_21	No	Acinetobacter	0.0117281500
Shell	2022	5	16	Ceratina	calcarata	Genus_22	No	Salmonella	0.0112762000
Shell	2022	5	16	Ceratina	calcarata	Genus_23	No	Flavobacterium	0.0104287900
Shell	2022	5	16	Ceratina	calcarata	Genus_24	No	Dickeya	0.0095700800
Shell	2022	5	16	Ceratina	calcarata	Genus_25	No	Escherichia	0.0094909900
Shell	2022	5	16	Ceratina	calcarata	Genus_26	No	Citrobacter	0.0067114900
Shell	2022	5	16	Ceratina	calcarata	Genus_27	No	Yersinia	0.0063951200
Shell	2022	5	16	Ceratina	calcarata	Genus_28	No	Nostoc	0.0062595300
Shell	2022	5	16	Ceratina	calcarata	Genus_29	No	Pectobacterium	0.0058866700
Shell	2022	5	16	Ceratina	calcarata	Genus_30	No	Legionella	0.0054573200
Shell	2022	5	16	Ceratina	calcarata	Genus_31	No	Arcobacter	0.0053895300
Shell	2022	5	16	Ceratina	calcarata	Genus_32	No	Campylobacter	0.0050844600
Shell	2022	5	16	Ceratina	calcarata	Genus_33	No	Fusobacterium	0.0050505600
Shell	2022	5	16	Ceratina	calcarata	Genus_34	No	Pseudoalteromonas	0.0048810800
Shell	2022	5	16	Ceratina	calcarata	Genus_35	No	Francisella	0.0045534200
Shell	2022	5	16	Ceratina	calcarata	Genus_36	No	Brenneria	0.0045534200
Shell	2022	5	16	Ceratina	calcarata	Genus_37	No	Microbacterium	0.0045195200
Shell	2022	5	16	Ceratina	calcarata	Genus_38	No	Shewanella	0.0044856200
Shell	2022	5	16	Ceratina	calcarata	Genus_39	No	Calothrix	0.0028586000
Shell	2022	5	16	Ceratina	calcarata	Genus_40	No	Corynebacterium	0.0027908000
Shell	2022	5	16	Ceratina	calcarata	Genus_41	No	Enterococcus	0.0017965100
Shell	2022	5	16	Ceratina	calcarata	Genus_42	No	Paraburkholderia	0.0017513100
Shell	2022	5	16	Ceratina	calcarata	Genus_43	No	Aeromonas	0.0016496200
Shell	2022	5	17	Ceratina	japonica	Genus_1	No	Burkholderia	0.1599496000
Shell	2022	5	17	Ceratina	japonica	Genus_2	No	Pseudomonas	0.0775541800
Shell	2022	5	17	Ceratina	japonica	Genus_3	No	Bacillus	0.0566995900
Shell	2022	5	17	Ceratina	japonica	Genus_4	No	Streptomyces	0.0524284400
Shell	2022	5	17	Ceratina	japonica	Genus_5	No	Lactobacillus	0.0522882100
Shell	2022	5	17	Ceratina	japonica	Genus_6	No	Clostridium	0.0498790800
Shell	2022	5	17	Ceratina	japonica	Genus_7	No	Salmonella	0.0376472400
Shell	2022	5	17	Ceratina	japonica	Genus_8	No	Serratia	0.0355622400
Shell	2022	5	17	Ceratina	japonica	Genus_9	No	Erwinia	0.0330933400
Shell	2022	5	17	Ceratina	japonica	Genus_10	No	Klebsiella	0.0291463200
Shell	2022	5	17	Ceratina	japonica	Genus_11	No	Vibrio	0.0208293100
Shell	2022	5	17	Ceratina	japonica	Genus_12	No	Cohaesibacter	0.0190362600
Shell	2022	5	17	Ceratina	japonica	Genus_13	No	Staphylococcus	0.0188109800
Shell	2022	5	17	Ceratina	japonica	Genus_14	No	Escherichia	0.0167351700
Shell	2022	5	17	Ceratina	japonica	Genus_15	No	Pectobacterium	0.0167351700
Shell	2022	5	17	Ceratina	japonica	Genus_16	No	Paenibacillus	0.0167121800
Shell	2022	5	17	Ceratina	japonica	Genus_17	No	Gibbsiella	0.0155857800
Shell	2022	5	17	Ceratina	japonica	Genus_18	No	Chryseobacterium	0.0149743000
Shell	2022	5	17	Ceratina	japonica	Genus_19	No	Candidatus_Hamiltonella	0.0147766000
Shell	2022	5	17	Ceratina	japonica	Genus_20	No	Flavobacterium	0.0145582200
Shell	2022	5	17	Ceratina	japonica	Genus_21	No	Sulfurimonas	0.0140731700
Shell	2022	5	17	Ceratina	japonica	Genus_22	No	Acinetobacter	0.0134731900
Shell	2022	5	17	Ceratina	japonica	Genus_23	No	Mycoplasma	0.0134364100
Shell	2022	5	17	Ceratina	japonica	Genus_24	No	Nocardia	0.0128962000
Shell	2022	5	17	Ceratina	japonica	Genus_25	No	Candidatus_Fukatsuia	0.0125559800
Shell	2022	5	17	Ceratina	japonica	Genus_26	No	Streptococcus	0.0118019700
Shell	2022	5	17	Ceratina	japonica	Genus_27	No	Citrobacter	0.0117215200
Shell	2022	5	17	Ceratina	japonica	Genus_28	No	Fusobacterium	0.0115169200
Shell	2022	5	17	Ceratina	japonica	Genus_29	No	Neisseria	0.0104181000
Shell	2022	5	17	Ceratina	japonica	Genus_30	No	Morganella	0.0101376500
Shell	2022	5	17	Ceratina	japonica	Genus_31	No	Paraburkholderia	0.0094687000
Shell	2022	5	17	Ceratina	japonica	Genus_32	No	Campylobacter	0.0080963300
Shell	2022	5	17	Ceratina	japonica	Genus_33	No	Dickeya	0.0077882900
Shell	2022	5	17	Ceratina	japonica	Genus_34	No	Arsenophonus	0.0075791000
Shell	2022	5	17	Ceratina	japonica	Genus_35	No	Alcaligenes	0.0064687900
Shell	2022	5	17	Ceratina	japonica	Genus_36	No	Bradyrhizobium	0.0060021300
Shell	2022	5	17	Ceratina	japonica	Genus_37	No	Shewanella	0.0057607600
Shell	2022	5	17	Ceratina	japonica	Genus_38	No	Mesorhizobium	0.0042136800
Shell	2022	5	17	Ceratina	japonica	Genus_39	No	Legionella	0.0038826500
Shell	2022	5	17	Ceratina	japonica	Genus_40	No	Rhizobium	0.0038182900
Shell	2022	5	17	Ceratina	japonica	Genus_41	No	Pantoea	0.0023056800
Shell	2022	5	17	Ceratina	japonica	Genus_42	No	Cupriavidus	0.0021424700
Shell	2022	5	17	Ceratina	japonica	Genus_43	No	Lysobacter	0.0020390200
Shell	2022	5	17	Ceratina	japonica	Genus_44	No	Janthinobacterium	0.0016114500
Shell	2022	5	17	Ceratina	japonica	Genus_45	No	Methylobacterium	0.0014850200
Shell	2022	5	17	Ceratina	japonica	Genus_46	No	Corynebacterium	0.0013378900
Shell	2022	5	17	Ceratina	japonica	Genus_47	No	Bacteroides	0.0012689300
Shell	2022	5	17	Ceratina	japonica	Genus_48	No	Mucilaginibacter	0.0012459400
Shell	2022	5	17	Ceratina	japonica	Genus_49	No	Hymenobacter	0.0012413500
Shell	2022	5	17	Ceratina	japonica	Genus_50	No	Stenotrophomonas	0.0011907700
Shell	2022	5	17	Ceratina	japonica	Genus_51	No	Mycobacterium	0.0011723800
Shell	2022	5	17	Ceratina	japonica	Genus_52	No	Gordonia	0.0011677800
Shell	2022	5	17	Ceratina	japonica	Genus_53	No	Spiroplasma	0.0011654900
Shell	2022	5	17	Ceratina	japonica	Genus_54	No	Enterobacter	0.0011103100
Shell	2022	5	17	Ceratina	japonica	Genus_55	No	Rhodopseudomonas	0.0010988200
Shell	2022	5	17	Ceratina	japonica	Genus_56	No	Virgibacillus	0.0010827300
Shell	2022	5	17	Ceratina	japonica	Genus_57	No	Helicobacter	0.0010551400
Shell	2022	5	17	Ceratina	japonica	Genus_58	No	Brachyspira	0.0010505500
Shell	2022	5	17	Ceratina	japonica	Genus_59	No	Pelosinus	0.0010275600
Shell	2022	5	17	Ceratina	japonica	Genus_60	No	Aeromonas	0.0009677900
Shell	2022	5	17	Ceratina	japonica	Genus_61	No	Calothrix	0.0009654900
Shell	2022	5	17	Ceratina	japonica	Genus_62	No	Nostoc	0.0009563000
Shell	2022	5	17	Ceratina	japonica	Genus_63	No	Listeria	0.0009471000
Shell	2022	5	17	Ceratina	japonica	Genus_64	No	Enterococcus	0.0009333100
Shell	2022	5	17	Ceratina	japonica	Genus_65	No	Arcobacter	0.0008965300
Shell	2022	5	17	Ceratina	japonica	Genus_66	No	Rhodococcus	0.0008896300
Shell	2022	5	17	Ceratina	japonica	Genus_67	No	Yersinia	0.0008735400
Shell	2022	5	17	Ceratina	japonica	Genus_68	No	Mycolicibacterium	0.0008620500
Shell	2022	5	17	Ceratina	japonica	Genus_69	No	Agrobacterium	0.0008436500
Shell	2022	5	17	Ceratina	japonica	Genus_70	No	Leptospira	0.0008321600
Shell	2022	5	17	Ceratina	japonica	Genus_71	No	Prevotella	0.0008137700
Shell	2022	5	17	Ceratina	japonica	Genus_72	No	Tenacibaculum	0.0007930800
Shell	2022	5	17	Ceratina	japonica	Genus_73	No	Providencia	0.0007700900
Shell	2022	5	17	Ceratina	japonica	Genus_74	No	Polaribacter	0.0007540000
Shell	2022	5	17	Ceratina	japonica	Genus_75	No	Winogradskyella	0.0007402100
Shell	2022	5	17	Ceratina	japonica	Genus_76	No	Bordetella	0.0007356100
Shell	2022	5	17	Ceratina	japonica	Genus_77	No	Pseudoalteromonas	0.0007264200
Shell	2022	5	17	Ceratina	japonica	Genus_78	No	Arthrobacter	0.0007149200
Shell	2022	5	17	Ceratina	japonica	Genus_79	No	Halomonas	0.0007149200
Shell	2022	5	17	Ceratina	japonica	Genus_80	No	Capnocytophaga	0.0007149200
Shell	2022	5	17	Ceratina	japonica	Genus_81	No	Microvirga	0.0007126200
Shell	2022	5	17	Ceratina	japonica	Genus_82	No	Elizabethkingia	0.0006919300
Shell	2022	5	17	Ceratina	japonica	Genus_83	No	Lysinibacillus	0.0006919300
Shell	2022	5	17	Ceratina	japonica	Genus_84	No	Achromobacter	0.0006804400
Shell	2022	5	17	Ceratina	japonica	Genus_85	No	Sphingobacterium	0.0006758400
Shell	2022	5	17	Ceratina	japonica	Genus_86	No	Micromonospora	0.0006735400
Shell	2022	5	17	Ceratina	japonica	Genus_87	No	Colwellia	0.0006666500
Shell	2022	5	17	Ceratina	japonica	Genus_88	No	Pediococcus	0.0006574500
Shell	2022	5	17	Ceratina	japonica	Genus_89	No	Geobacter	0.0006528600
Shell	2022	5	17	Ceratina	japonica	Genus_90	No	Massilia	0.0006505600
Shell	2022	5	17	Ceratina	japonica	Genus_91	No	Actinoalloteichus	0.0006436600
Shell	2022	5	17	Ceratina	japonica	Genus_92	No	Christensenella	0.0006390600
Shell	2022	5	17	Ceratina	japonica	Genus_93	No	Microbacterium	0.0006321700
Shell	2022	5	17	Ceratina	japonica	Genus_94	No	Xanthomonas	0.0006206700
Shell	2022	5	17	Ceratina	japonica	Genus_95	No	Marinobacter	0.0006137800
Shell	2022	5	17	Ceratina	japonica	Genus_96	No	Sphingomonas	0.0005976800
Shell	2022	5	17	Ceratina	japonica	Genus_97	No	Sphingobium	0.0005861900
Shell	2022	5	17	Ceratina	japonica	Genus_98	No	Laceyella	0.0005838900
Shell	2022	5	17	Ceratina	japonica	Genus_99	No	Myxococcus	0.0005724000
Shell	2022	5	17	Ceratina	japonica	Genus_100	No	Azospirillum	0.0005632000
Shell	2022	5	17	Ceratina	japonica	Genus_101	No	Buchnera	0.0005586100
Shell	2022	5	17	Ceratina	japonica	Genus_102	No	Spirosoma	0.0005586100
Shell	2022	5	17	Ceratina	japonica	Genus_103	No	Paracoccus	0.0005586100
Shell	2022	5	17	Ceratina	japonica	Genus_104	No	Microlunatus	0.0005563100
Shell	2022	5	17	Ceratina	japonica	Genus_105	No	Pedobacter	0.0005402100
Shell	2022	5	17	Ceratina	japonica	Genus_106	No	Brevibacillus	0.0005333200
Shell	2022	5	17	Ceratina	japonica	Genus_107	No	Heliorestis	0.0005218200
Shell	2022	5	17	Ceratina	japonica	Genus_108	No	Nonlabens	0.0005126300
Shell	2022	5	17	Ceratina	japonica	Genus_109	No	Paeniclostridium	0.0005034300
Shell	2022	5	17	Ceratina	japonica	Genus_110	No	Prochlorococcus	0.0004965400
Shell	2022	5	17	Ceratina	japonica	Genus_111	No	Francisella	0.0004965400
McFrederick	2017	6	18	Megachile	parallela	Genus_1	No	Rosenbergiella	0.3112858464
McFrederick	2017	6	18	Megachile	parallela	Genus_2	No	Lactobacillus	0.2923219241
McFrederick	2017	6	18	Megachile	parallela	Genus_3	No	Pseudomonas	0.1026827012
McFrederick	2017	6	18	Megachile	parallela	Genus_4	No	Gilliamella	0.0874190564
McFrederick	2017	6	18	Megachile	parallela	Genus_5	No	Saccharibacter	0.0559666975
McFrederick	2017	6	18	Megachile	parallela	Genus_6	No	Pantoea	0.0457909343
McFrederick	2017	6	18	Megachile	parallela	Genus_7	No	Acinetobacter	0.0360777058
McFrederick	2017	6	18	Megachile	parallela	Genus_8	No	Fructobacillus	0.0185013876
McFrederick	2017	6	18	Megachile	parallela	Genus_9	No	Swingsia	0.0124884366
McFrederick	2017	6	18	Megachile	parallela	Genus_10	No	Chryseolinea	0.0078630897
