author	year	paper_id	bee_id	bee_genus	bee_species	top5position	controlled_for_contamination	genus	average_relative_abundance
Rubin	2018	2	5	Halictus	tumulorum	Genus_13	No	Serratia	0.0007144133
Rubin	2018	2	5	Halictus	tumulorum	Genus_14	No	Patulibacteraceae_unclassified	0.0006251117
Rubin	2018	2	5	Halictus	tumulorum	Genus_15	No	Rhodospirillaceae_unclassified	0.0006251117
Rubin	2018	2	5	Halictus	tumulorum	Genus_16	No	Rickettsiaceae_unclassified	0.0005865961
Rubin	2018	2	5	Halictus	tumulorum	Genus_17	No	unknown	0.0005382641
Rubin	2018	2	5	Halictus	tumulorum	Genus_18	No	Enhydrobacter	0.0005358100
Rubin	2018	2	5	Halictus	tumulorum	Genus_19	No	Enterobacteriaceae_unclassified	0.0005358100
Rubin	2018	2	5	Halictus	tumulorum	Genus_20	No	Streptococcus	0.0005358100
Rubin	2018	2	5	Halictus	tumulorum	Genus_21	No	Armatimonadaceae_unclassified	0.0004465083
Rubin	2018	2	5	Halictus	tumulorum	Genus_22	No	Saccharibacter	0.0004465083
Rubin	2018	2	5	Halictus	tumulorum	Genus_23	No	Buchnera	0.0004465083
Rubin	2018	2	5	Halictus	tumulorum	Genus_24	No	Microbacteriaceae_unclassified	0.0004030845
Rubin	2018	2	5	Halictus	tumulorum	Genus_25	No	Chthoniobacteraceae_unclassified	0.0003572067
Rubin	2018	2	5	Halictus	tumulorum	Genus_26	No	Salinibacterium	0.0003572067
Rubin	2018	2	5	Halictus	tumulorum	Genus_27	No	Sphingobacterium	0.0003572067
Rubin	2018	2	5	Halictus	tumulorum	Genus_28	No	Nocardia	0.0002679050
Rubin	2018	2	5	Halictus	tumulorum	Genus_29	No	Pseudomonadaceae_unclassified	0.0002679050
Rubin	2018	2	5	Halictus	tumulorum	Genus_30	No	Staphylococcus	0.0002679050
Rubin	2018	2	5	Halictus	tumulorum	Genus_31	No	Flavobacteriaceae_unclassified	0.0002039964
Rubin	2018	2	5	Halictus	tumulorum	Genus_32	No	Dysgonomonas	0.0002015423
Rubin	2018	2	5	Halictus	tumulorum	Genus_33	No	Gallicola	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_34	No	Neisseria	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_35	No	Solibacillus	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_36	No	Solirubrobacterales_unclassified	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_37	No	Sporichthyaceae_unclassified	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_38	No	Streptomycetaceae_unclassified	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_39	No	Wautersiella	0.0001786033
Rubin	2018	2	5	Halictus	tumulorum	Genus_40	No	Kurthia	0.0001122406
Rubin	2018	2	5	Halictus	tumulorum	Genus_41	No	Porphyromonadaceae_unclassified	0.0001122406
Rubin	2018	2	5	Halictus	tumulorum	Genus_42	No	Corynebacterium	0.0000917558
Rubin	2018	2	5	Halictus	tumulorum	Genus_43	No	Acetobacteraceae_unclassified	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_44	No	Comamonadaceae_unclassified	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_45	No	Enterobacteriaceae	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_46	No	Erwinia	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_47	No	Klebsiella	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_48	No	Knoellia	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_49	No	Leuconostocaceae_unclassified	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_50	No	Nitrobacteria	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_51	No	Raoultella	0.0000893017
Rubin	2018	2	5	Halictus	tumulorum	Genus_52	No	Lactobacillus	0.0000458779
Rubin	2018	2	5	Halictus	tumulorum	Genus_53	No	Nocardioidaceae_unclassified	0.0000458779
Rubin	2018	2	5	Halictus	tumulorum	Genus_54	No	Allobaculum	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_55	No	Alteromonadales_unclassified	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_56	No	Gluconobacter	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_57	No	Hydrogenophaga	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_58	No	Moraxellaceae_unclassified	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_59	No	Opitutus	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_60	No	Paracoccus	0.0000229390
Rubin	2018	2	5	Halictus	tumulorum	Genus_61	No	Peptostreptococcaceae_unclassified	0.0000229390
Rubin	2018	2	6	Halictus	rubicundus	Genus_1	No	Enterobacteriaceae_unclassified	0.2259965134
Rubin	2018	2	6	Halictus	rubicundus	Genus_2	No	Pseudomonas	0.1381530183
Rubin	2018	2	6	Halictus	rubicundus	Genus_3	No	Erwinia	0.0788666374
Rubin	2018	2	6	Halictus	rubicundus	Genus_4	No	Acinetobacter	0.0599692535
Rubin	2018	2	6	Halictus	rubicundus	Genus_5	No	Pedobacter	0.0535248580
Rubin	2018	2	6	Halictus	rubicundus	Genus_6	No	Lactobacillales__unclassified	0.0512806435
Rubin	2018	2	6	Halictus	rubicundus	Genus_7	No	Solirubrobacterales_unclassified	0.0308219178
Rubin	2018	2	6	Halictus	rubicundus	Genus_8	No	Nocardiaceae_unclassified	0.0273972603
Rubin	2018	2	6	Halictus	rubicundus	Genus_9	No	Escherichia	0.0260521042
Rubin	2018	2	6	Halictus	rubicundus	Genus_10	No	Saccharibacter	0.0259766108
Rubin	2018	2	6	Halictus	rubicundus	Genus_11	No	Streptococcus	0.0198376205
Rubin	2018	2	6	Halictus	rubicundus	Genus_12	No	Enterobacter	0.0180360722
Rubin	2018	2	6	Halictus	rubicundus	Genus_13	No	Comamonadaceae_unclassified	0.0150300601
Rubin	2018	2	6	Halictus	rubicundus	Genus_14	No	Entomoplasmatales_unclassified	0.0138633432
Rubin	2018	2	6	Halictus	rubicundus	Genus_15	No	Candidatus_Solibacter	0.0136986302
Rubin	2018	2	6	Halictus	rubicundus	Genus_16	No	Rahnella	0.0119863014
Rubin	2018	2	6	Halictus	rubicundus	Genus_17	No	Sediminibacterium	0.0119863014
Rubin	2018	2	6	Halictus	rubicundus	Genus_18	No	Serratia	0.0117323688
Rubin	2018	2	6	Halictus	rubicundus	Genus_19	No	Syntrophobacteraceae_unclassified	0.0112759766
Rubin	2018	2	6	Halictus	rubicundus	Genus_20	No	Aeromicrobium	0.0085616439
Rubin	2018	2	6	Halictus	rubicundus	Genus_21	No	Myxococcales_unclassified	0.0068493151
Rubin	2018	2	6	Halictus	rubicundus	Genus_22	No	iii1-15_unclassified	0.0068493151
Rubin	2018	2	6	Halictus	rubicundus	Genus_23	No	unknown	0.0068493151
Rubin	2018	2	6	Halictus	rubicundus	Genus_24	No	Hydrogenophaga	0.0054286656
Rubin	2018	2	6	Halictus	rubicundus	Genus_25	No	Streptomyces	0.0054286656
Rubin	2018	2	6	Halictus	rubicundus	Genus_26	No	DA101	0.0051369863
Rubin	2018	2	6	Halictus	rubicundus	Genus_27	No	EB1017_unclassified	0.0051369863
Rubin	2018	2	6	Halictus	rubicundus	Genus_28	No	Microbacteriaceae_unclassified	0.0051369863
Rubin	2018	2	6	Halictus	rubicundus	Genus_29	No	Salinibacterium	0.0051369863
Rubin	2018	2	6	Halictus	rubicundus	Genus_30	No	Xanthomonadaceae_unclassified	0.0051369863
Rubin	2018	2	6	Halictus	rubicundus	Genus_31	No	Lactobacillus	0.0050100201
Rubin	2018	2	6	Halictus	rubicundus	Genus_32	No	Oxalobacteraceae_unclassified	0.0047183408
Rubin	2018	2	6	Halictus	rubicundus	Genus_33	No	Actinomycetales_unclassified	0.0040080161
Rubin	2018	2	6	Halictus	rubicundus	Genus_34	No	Pseudomonadaceae_unclassified	0.0037163368
Rubin	2018	2	6	Halictus	rubicundus	Genus_35	No	0319-7L14_unclassified	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_36	No	C111_unclassified	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_37	No	EB1017_unclassified_unclassified	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_38	No	Iamia	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_39	No	Kaistobacter	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_40	No	Paracoccus	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_41	No	Phyllobacteriaceae_unclassified	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_42	No	Pirellulaceae_unclassified	0.0034246576
Rubin	2018	2	6	Halictus	rubicundus	Genus_43	No	Sinobacteraceae_unclassified	0.0030060120
Rubin	2018	2	6	Halictus	rubicundus	Genus_44	No	Alteromonadales_unclassified	0.0027143328
Rubin	2018	2	6	Halictus	rubicundus	Genus_45	No	Kurthia	0.0027143328
Rubin	2018	2	6	Halictus	rubicundus	Genus_46	No	SC-I-84_unclassified	0.0020040080
Rubin	2018	2	6	Halictus	rubicundus	Genus_47	No	Sphingomonadales_unclassified	0.0020040080
Rubin	2018	2	6	Halictus	rubicundus	Genus_48	No	Stenotrophomonas	0.0020040080
Rubin	2018	2	6	Halictus	rubicundus	Genus_49	No	Verrucomicrobiaceae_unclassified	0.0020040080
Rubin	2018	2	6	Halictus	rubicundus	Genus_50	No	Bartonellaceae_unclassified	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_51	No	Candidatus_Nitrososphaera	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_52	No	Caulobacteraceae_unclassified	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_53	No	Corynebacterium	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_54	No	Endozoicimonaceae_unclassified	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_55	No	Neisseria	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_56	No	Nocardioidaceae_unclassified	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_57	No	Rhizobiales_unclassified	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_58	No	Rhizobium	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_59	No	Rhodobacteraceae_unclassified	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_60	No	Rickettsia	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_61	No	Sphingobacterium	0.0017123288
Rubin	2018	2	6	Halictus	rubicundus	Genus_62	No	Acidimicrobiales_unclassified	0.0010020040
Rubin	2018	2	6	Halictus	rubicundus	Genus_63	No	Aeromonadaceae_unclassified	0.0010020040
Rubin	2018	2	6	Halictus	rubicundus	Genus_64	No	Agrobacterium	0.0010020040
Rubin	2018	2	6	Halictus	rubicundus	Genus_65	No	Comamonas	0.0010020040
Rubin	2018	2	6	Halictus	rubicundus	Genus_66	No	Flavobacteriaceae_unclassified	0.0010020040
Rubin	2018	2	6	Halictus	rubicundus	Genus_67	No	Rhodobacter	0.0010020040
Rubin	2018	2	6	Halictus	rubicundus	Genus_68	No	Sphingomonas	0.0010020040
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_1	No	Enterobacteriaceae_unclassified	0.3811441139
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_2	No	Rickettsia	0.1960000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_3	No	Saccharibacter	0.1200000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_4	No	Serratia	0.0953000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_5	No	Entomoplasmatales	0.0757000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_6	No	Rahnella	0.0365000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_7	No	Acinetobacter	0.0274000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_8	No	Lacticigenium	0.0206811285
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_9	No	Erwinia	0.0152619423
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_10	No	Lactococcus	0.0076711251
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_11	No	Lactobacillales_unclassified	0.0043000000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_12	No	Entomoplasmatales_unclassified	0.0035124199
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_13	No	Moraxellaceae_unclassified	0.0026413398
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_14	No	Pseudomonas	0.0016656089
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_15	No	Lysobacter	0.0008991795
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_16	No	Xanthomonadaceae_unclassified	0.0008710802
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_17	No	Enterobacter	0.0007072346
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_18	No	Chryseobacterium	0.0006181859
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_19	No	Klebsiella	0.0005140000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_20	No	Sphingomonas	0.0004495897
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_21	No	unknown	0.0003933910
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_22	No	Fructobacillus	0.0003652917
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_23	No	Yersinia	0.0003371923
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_24	No	Sphingomonadales_unclassified	0.0003371923
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_25	No	Acetobacteraceae_unclassified	0.0003090930
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_26	No	Frankiaceae_unclassified	0.0003090930
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_27	No	Plesiomonas	0.0002809936
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_28	No	Vagococcus	0.0002809936
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_29	No	Nocardioides	0.0002528943
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_30	No	Pedobacter	0.0002247949
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_31	No	Aeromicrobium	0.0001966955
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_32	No	Stenotrophomonas	0.0001970000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_33	No	Bacillus	0.0001966955
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_34	No	Carnobacteriaceae_unclassified	0.0001966955
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_35	No	Granulicatella	0.0001970000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_36	No	Sphingobacteriaceae_unclassified	0.0001966955
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_37	No	Nocardioidaceae_unclassified	0.0001966955
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_38	No	Mycobacterium	0.0001685962
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_39	No	Kaistobacter	0.0001685961
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_40	No	Lactobacillus	0.0001570000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_41	No	Escherichia	0.0001404968
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_42	No	Janthinobacterium	0.0001404968
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_43	No	Myxococcales_unclassified	0.0001404968
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_44	No	Sphingobium	0.0001210000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_45	No	Burkholderia	0.0001123975
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_46	No	DA101	0.0001123975
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_47	No	Lysinibacillus	0.0001123975
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_48	No	Rhizobium	0.0001120000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_49	No	Dyadobacter	0.0001123974
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_50	No	RB41_unclassified	0.0001123974
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_51	No	Streptococcus	0.0000927000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_52	No	Candidatus_Nitrososphaera	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_53	No	Kineococcus	0.0000843000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_54	No	Nocardiaceae_unclassified	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_55	No	Raoultella	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_56	No	Rhizobiaceae_unclassified	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_57	No	Sphingobacteriales_unclassified	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_58	No	Agrobacterium	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_59	No	Enterococcus	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_60	No	Gemmata	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_61	No	Gluconobacter	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_62	No	Solirubrobacterales_unclassified	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_63	No	Syntrophobacteraceae_unclassified	0.0000842981
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_64	No	Aquamonas	0.0000646000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_65	No	Arthrobacter	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_66	No	Comamonadaceae_unclassified	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_67	No	Comamonas	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_68	No	Dokdonella	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_69	No	Flavobacterium	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_70	No	Gaiellaceae_unclassified	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_71	No	Limnohabitans	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_72	No	Mycoplana	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_73	No	Pantoea	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_74	No	Polaromonas	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_75	No	Sinobacteraceae_unclassified	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_76	No	Solibacillus	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_77	No	Sphingobacterium	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_78	No	Variovorax	0.0000561987
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_79	No	Anaeromyxobacter	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_80	No	Arcobacter	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_81	No	Cellulosimicrobium	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_82	No	Ellin515_unclassified	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_83	No	Hylemonella	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_84	No	Rhodobacter	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_85	No	Rhodospirillum	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_86	No	Ruminococcaceae_unclassified	0.0000365000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_87	No	Agrococcus	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_88	No	Alcaligenaceae_unclassified	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_89	No	Aminobacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_90	No	Brenneria	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_91	No	Caulobacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_92	No	Citrobacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_93	No	Devosia	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_94	No	Gluconacetobacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_95	No	Luteibacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_96	No	Methylobacterium	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_97	No	Oxalobacteraceae_unclassified	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_98	No	Phyllobacteriaceae_unclassified	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_99	No	Porphyromonadaceae_unclassified	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_100	No	Pseudoxanthomonas	0.0000281000
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_101	No	Ramlibacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_102	No	Solirubrobacter	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_103	No	Streptomyces	0.0000280994
Rubin	2018	2	7	Lasioglossum	laevigatum	Genus_104	No	Wautersiella	0.0000280994
Rubin	2018	2	8	Lasioglossum	albipes	Genus_1	No	Enterobacteriaceae_unclassified	0.2938273532
Rubin	2018	2	8	Lasioglossum	albipes	Genus_2	No	Lactobacillales_unclassified	0.2529825046
Rubin	2018	2	8	Lasioglossum	albipes	Genus_3	No	Pseudomonas	0.1107413127
Rubin	2018	2	8	Lasioglossum	albipes	Genus_4	No	Erwinia	0.0954588253
Rubin	2018	2	8	Lasioglossum	albipes	Genus_5	No	Acinetobacter	0.0731203145
Rubin	2018	2	8	Lasioglossum	albipes	Genus_6	No	Rickettsia	0.0570376543
Rubin	2018	2	8	Lasioglossum	albipes	Genus_7	No	Enterobacter	0.0313395717
Rubin	2018	2	8	Lasioglossum	albipes	Genus_8	No	Rahnella	0.0122749856
Rubin	2018	2	8	Lasioglossum	albipes	Genus_9	No	Entomoplasmatales_unclassified	0.0106338023
Rubin	2018	2	8	Lasioglossum	albipes	Genus_10	No	Serratia	0.0084529584
Rubin	2018	2	8	Lasioglossum	albipes	Genus_11	No	Sphingobium	0.0040354071
Rubin	2018	2	8	Lasioglossum	albipes	Genus_12	No	Oxalobacteraceae_unclassified	0.0038533890
Rubin	2018	2	8	Lasioglossum	albipes	Genus_13	No	Pseudomonadaceae_unclassified	0.0037487602
Rubin	2018	2	8	Lasioglossum	albipes	Genus_14	No	unknown	0.0033457643
Rubin	2018	2	8	Lasioglossum	albipes	Genus_15	No	Nocardioidaceae_unclassified	0.0018232959
Rubin	2018	2	8	Lasioglossum	albipes	Genus_16	No	Comamonadaceae_unclassified	0.0017136968
Rubin	2018	2	8	Lasioglossum	albipes	Genus_17	No	Saccharibacter	0.0015633429
Rubin	2018	2	8	Lasioglossum	albipes	Genus_18	No	Peptostreptococcaceae_unclassified	0.0014625918
Rubin	2018	2	8	Lasioglossum	albipes	Genus_19	No	Rhodobacter	0.0013842466
Rubin	2018	2	8	Lasioglossum	albipes	Genus_20	No	Solirubrobacterales_unclassified	0.0013637575
Rubin	2018	2	8	Lasioglossum	albipes	Genus_21	No	Staphylococcus	0.0012547785
Rubin	2018	2	8	Lasioglossum	albipes	Genus_22	No	Chitinophagaceae_unclassified	0.0011245234
Rubin	2018	2	8	Lasioglossum	albipes	Genus_23	No	Rhizobiaceae_unclassified	0.0010964912
Rubin	2018	2	8	Lasioglossum	albipes	Genus_24	No	Hydrogenophaga	0.0010733186
Rubin	2018	2	8	Lasioglossum	albipes	Genus_25	No	Corynebacterium	0.0009791145
Rubin	2018	2	8	Lasioglossum	albipes	Genus_26	No	Flavobacteriaceae_unclassified	0.0009277309
Rubin	2018	2	8	Lasioglossum	albipes	Genus_27	No	Alteromonadales_unclassified	0.0008866912
Rubin	2018	2	8	Lasioglossum	albipes	Genus_28	No	Koribacteraceae_unclassified	0.0008760625
Rubin	2018	2	8	Lasioglossum	albipes	Genus_29	No	Porphyromonadaceae_unclassified	0.0008364947
Rubin	2018	2	8	Lasioglossum	albipes	Genus_30	No	Xanthomonadaceae_unclassified	0.0007638923
Rubin	2018	2	8	Lasioglossum	albipes	Genus_31	No	Fluviicola	0.0007217203
Rubin	2018	2	8	Lasioglossum	albipes	Genus_32	No	Erythrobacteraceae_unclassified	0.0007072655
Rubin	2018	2	8	Lasioglossum	albipes	Genus_33	No	Leadbetterella	0.0006973359
Rubin	2018	2	8	Lasioglossum	albipes	Genus_34	No	Clostridiaceae_unclassified	0.0006560441
Rubin	2018	2	8	Lasioglossum	albipes	Genus_35	No	Aquamonas	0.0006261564
Rubin	2018	2	8	Lasioglossum	albipes	Genus_36	No	Lactobacillus	0.0005948710
Rubin	2018	2	8	Lasioglossum	albipes	Genus_37	No	Kurthia	0.0005867601
Rubin	2018	2	8	Lasioglossum	albipes	Genus_38	No	Wautersiella	0.0005847953
Rubin	2018	2	8	Lasioglossum	albipes	Genus_39	No	Bradyrhizobium	0.0005592284
Rubin	2018	2	8	Lasioglossum	albipes	Genus_40	No	Ellin6075_unclassified	0.0005482456
Rubin	2018	2	8	Lasioglossum	albipes	Genus_41	No	Streptococcus	0.0005063399
Rubin	2018	2	8	Lasioglossum	albipes	Genus_42	No	Rhodococcus	0.0005022097
Rubin	2018	2	8	Lasioglossum	albipes	Genus_43	No	Moraxellaceae_unclassified	0.0004773276
Rubin	2018	2	8	Lasioglossum	albipes	Genus_44	No	Mycobacterium	0.0004603345
Rubin	2018	2	8	Lasioglossum	albipes	Genus_45	No	Turicibacter	0.0004396044
Rubin	2018	2	8	Lasioglossum	albipes	Genus_46	No	Dysgonomonas	0.0004274028
Rubin	2018	2	8	Lasioglossum	albipes	Genus_47	No	Sphingomonas	0.0003955926
Rubin	2018	2	8	Lasioglossum	albipes	Genus_48	No	Erysipelothrix	0.0003905922
Rubin	2018	2	8	Lasioglossum	albipes	Genus_49	No	Rhodobacteraceae_unclassified	0.0003819447
Rubin	2018	2	8	Lasioglossum	albipes	Genus_50	No	Mogibacteriaceae_unclassified	0.0003609847
Rubin	2018	2	8	Lasioglossum	albipes	Genus_51	No	Lactococcus	0.0003558323
Rubin	2018	2	8	Lasioglossum	albipes	Genus_52	No	Candidatus_Solibacter	0.0003007519
Rubin	2018	2	8	Lasioglossum	albipes	Genus_53	No	RF39_unclassified	0.0003007519
Rubin	2018	2	8	Lasioglossum	albipes	Genus_54	No	Solibacillus	0.0002858626
Rubin	2018	2	8	Lasioglossum	albipes	Genus_55	No	Sphingobacterium	0.0002756122
Rubin	2018	2	8	Lasioglossum	albipes	Genus_56	No	Chlamydiales_unclassified	0.0002734108
Rubin	2018	2	8	Lasioglossum	albipes	Genus_57	No	Endozoicimonaceae_unclassified	0.0002651465
Rubin	2018	2	8	Lasioglossum	albipes	Genus_58	No	Bacillus	0.0002534310
Rubin	2018	2	8	Lasioglossum	albipes	Genus_59	No	Nocardiaceae_unclassified	0.0002500289
Rubin	2018	2	8	Lasioglossum	albipes	Genus_60	No	Adhaeribacter	0.0002360161
